state,state_fips,quarter_label,bartik_ld,weight_sum,n_supersectors
CA,06,2009Q1,0.07585024457370773,1.0,12.0
CA,06,2009Q2,0.0688948602533086,1.0,12.0
CA,06,2009Q3,0.06365188527381088,1.0,12.0
CA,06,2009Q4,0.058156988416544576,1.0,12.0
CA,06,2010Q1,0.053999559454110294,1.0,12.0
CA,06,2010Q2,0.05091342655579568,1.0,12.0
CA,06,2010Q3,0.05309565890905961,1.0,12.0
CA,06,2010Q4,0.052309066781138315,1.0,12.0
CA,06,2011Q1,0.052272091390597346,1.0,12.0
CA,06,2011Q2,0.055204252816476,1.0,12.0
CA,06,2011Q3,0.05411575232590256,1.0,12.0
CA,06,2011Q4,0.05388319255524967,1.0,12.0
CA,06,2012Q1,0.053670628849609846,1.0,12.0
CA,06,2012Q2,0.05590198322023528,1.0,12.0
CA,06,2012Q3,0.05311678481442055,1.0,12.0
CA,06,2012Q4,0.05448015530977897,1.0,12.0
CA,06,2013Q1,0.04977019214401995,1.0,12.0
CA,06,2013Q2,0.05309053124380555,1.0,12.0
CA,06,2013Q3,0.05329504304168469,1.0,12.0
CA,06,2013Q4,0.04955301321760474,1.0,12.0
CA,06,2014Q1,0.05152565543086457,1.0,12.0
CA,06,2014Q2,0.0511641926798416,1.0,12.0
CA,06,2014Q3,0.05141561926320026,1.0,12.0
CA,06,2014Q4,0.05343857712881978,1.0,12.0
CA,06,2015Q1,0.0542727722027518,1.0,12.0
CA,06,2015Q2,0.05261210668859468,1.0,12.0
CA,06,2015Q3,0.05380142793308042,1.0,12.0
CA,06,2015Q4,0.05267808895257807,1.0,12.0
CA,06,2016Q1,0.05463489764806357,1.0,12.0
CA,06,2016Q2,0.051929667541838816,1.0,12.0
CA,06,2016Q3,0.05035175830969714,1.0,12.0
CA,06,2016Q4,0.049639529217770345,1.0,12.0
CA,06,2017Q1,0.05108565194947875,1.0,12.0
CA,06,2017Q2,0.053260607444042825,1.0,12.0
CA,06,2017Q3,0.05416568186753388,1.0,12.0
CA,06,2017Q4,0.05161573103404454,1.0,12.0
CA,06,2018Q1,0.05294073977834323,1.0,12.0
CA,06,2018Q2,0.05228659609166726,1.0,12.0
CA,06,2018Q3,0.05210109848499036,1.0,12.0
CA,06,2018Q4,0.05445352511102044,1.0,12.0
CA,06,2019Q1,0.04945467197670901,1.0,12.0
CA,06,2019Q2,0.05400163830507343,1.0,12.0
CA,06,2019Q3,0.05504926409749883,1.0,12.0
CA,06,2019Q4,0.05417928842859175,1.0,12.0
CA,06,2020Q1,0.16703395723573752,1.0,12.0
CA,06,2020Q2,0.13395961131000425,1.0,12.0
CA,06,2020Q3,0.04730557653762124,1.0,12.0
CA,06,2020Q4,0.05319931499081306,1.0,12.0
CA,06,2021Q1,0.04635720026261217,1.0,12.0
CA,06,2021Q2,0.04015240520166798,1.0,12.0
CA,06,2021Q3,0.04071187443579742,1.0,12.0
CA,06,2021Q4,0.039730974575038616,1.0,12.0
CA,06,2022Q1,0.04075776409578801,1.0,12.0
CA,06,2022Q2,0.042580602073286594,1.0,12.0
CA,06,2022Q3,0.04377658896503171,1.0,12.0
CA,06,2022Q4,0.04468462107514716,1.0,12.0
CA,06,2023Q1,0.05112015425267697,1.0,12.0
CO,08,2001Q1,0.05647200777182887,0.9999999999999999,12.0
CO,08,2001Q2,0.052957634197081695,0.9999999999999999,12.0
CO,08,2001Q3,0.055454017321053074,0.9999999999999999,12.0
CO,08,2001Q4,0.05907210635727909,0.9999999999999999,12.0
CO,08,2002Q1,0.051536169485298204,0.9999999999999999,12.0
CO,08,2002Q2,0.05376118570642671,0.9999999999999999,12.0
CO,08,2002Q3,0.05400483531910903,0.9999999999999999,12.0
CO,08,2002Q4,0.05313707982151497,0.9999999999999999,12.0
CO,08,2003Q1,0.05451457799789782,0.9999999999999999,12.0
CO,08,2003Q2,0.0554239336123044,0.9999999999999999,12.0
CO,08,2003Q3,0.05589508498861305,0.9999999999999999,12.0
CO,08,2003Q4,0.05400018217482311,0.9999999999999999,12.0
CO,08,2004Q1,0.055412548284783675,0.9999999999999999,12.0
CO,08,2004Q2,0.05306521388067071,0.9999999999999999,12.0
CO,08,2004Q3,0.053156809550283735,0.9999999999999999,12.0
CO,08,2004Q4,0.052478831487440085,0.9999999999999999,12.0
CO,08,2005Q1,0.05687545163820817,0.9999999999999999,12.0
CO,08,2005Q2,0.05420852987082395,0.9999999999999999,12.0
CO,08,2005Q3,0.05285252209811305,0.9999999999999999,12.0
CO,08,2005Q4,0.05007584086549671,0.9999999999999999,12.0
CO,08,2006Q1,0.04994413802566941,0.9999999999999999,12.0
CO,08,2006Q2,0.05079426002907491,0.9999999999999999,12.0
CO,08,2006Q3,0.049203841078477084,0.9999999999999999,12.0
CO,08,2006Q4,0.050858277096604704,0.9999999999999999,12.0
CO,08,2007Q1,0.05126294302491913,0.9999999999999999,12.0
CO,08,2007Q2,0.0525360589759703,0.9999999999999999,12.0
CO,08,2007Q3,0.055283282204457565,0.9999999999999999,12.0
CO,08,2007Q4,0.053235853834334865,0.9999999999999999,12.0
CO,08,2008Q1,0.05400787192575016,0.9999999999999999,12.0
CO,08,2008Q2,0.05502079414149958,0.9999999999999999,12.0
CO,08,2008Q3,0.05790828132561611,0.9999999999999999,12.0
CO,08,2008Q4,0.06410153032626145,0.9999999999999999,12.0
CO,08,2009Q1,0.06952436937424358,0.9999999999999999,12.0
CO,08,2009Q2,0.06322739358817267,0.9999999999999999,12.0
CO,08,2009Q3,0.05904209789254718,0.9999999999999999,12.0
CO,08,2009Q4,0.054026422201972686,0.9999999999999999,12.0
CO,08,2010Q1,0.05019961475114563,0.9999999999999999,12.0
CO,08,2010Q2,0.04780281567322767,0.9999999999999999,12.0
CO,08,2010Q3,0.049662587948054046,0.9999999999999999,12.0
CO,08,2010Q4,0.0489506247939474,0.9999999999999999,12.0
CO,08,2011Q1,0.04882195718797076,0.9999999999999999,12.0
CO,08,2011Q2,0.05154999917149564,0.9999999999999999,12.0
