state_fips,industry_code,quarter_label,g_delta_loo
01,10,2017Q3,1.823475076229806e-05
01,10,2017Q4,1.766491480097624e-05
01,10,2018Q1,1.766491480097624e-05
01,10,2018Q2,1.99442586462635e-05
01,10,2018Q3,1.7095078839654428e-05
01,10,2018Q4,1.6525242878332614e-05
01,10,2019Q1,1.766491480097624e-05
01,10,2019Q2,1.8804586723619872e-05
01,10,2019Q3,1.5385570955688987e-05
01,10,2019Q4,1.823475076229806e-05
01,10,2020Q1,1.8804586723619872e-05
01,10,2020Q2,2.2223602491550757e-05
01,10,2020Q3,1.766491480097624e-05
01,10,2020Q4,1.5385570955688987e-05
01,10,2021Q1,1.766491480097624e-05
01,10,2021Q2,1.4815734994367172e-05
01,10,2021Q3,1.4815734994367172e-05
01,10,2021Q4,1.4815734994367172e-05
01,20,1992Q3,2.085686415443064e-05
01,20,1992Q4,2.1124259848718212e-05
01,20,1993Q1,2.0723166307286852e-05
01,20,1993Q2,2.005467707156792e-05
01,20,1993Q3,1.8851396447273847e-05
01,20,1993Q4,1.9653583530136564e-05
01,20,1994Q1,2.0990562001574426e-05
01,20,1994Q2,2.0188374918711708e-05
01,20,1994Q3,1.938618783584899e-05
01,20,1994Q4,2.085686415443064e-05
01,20,1995Q1,2.045577061299928e-05
01,20,1995Q2,2.005467707156792e-05
01,20,1995Q3,2.1257957695862e-05
01,20,1995Q4,2.152535339014957e-05
01,20,1996Q1,2.058946846014307e-05
01,20,1996Q2,2.1124259848718212e-05
01,20,1996Q3,2.0188374918711708e-05
01,20,1996Q4,2.0990562001574426e-05
01,20,1997Q1,2.0322072765855495e-05
01,20,1997Q2,2.0723166307286852e-05
01,20,1997Q3,2.2327540473012287e-05
01,20,1997Q4,2.433300818016908e-05
01,20,1998Q1,2.326342540301879e-05
01,20,1998Q2,2.1391655543005786e-05
01,20,1998Q3,2.2060144778724717e-05
01,20,1998Q4,2.0188374918711708e-05
01,20,1999Q1,2.21938426258685e-05
01,20,1999Q2,2.2461238320156074e-05
01,20,1999Q3,2.3129727555875004e-05
01,20,1999Q4,2.1257957695862e-05
01,20,2000Q1,2.1792749084437143e-05
01,20,2000Q2,2.3798216791593935e-05
01,20,2000Q3,2.500149741588801e-05
01,20,2000Q4,2.2060144778724717e-05
01,20,2001Q1,2.366451894445015e-05
01,20,2001Q2,2.2461238320156074e-05
01,20,2001Q3,2.3931914638737722e-05
01,20,2001Q4,2.0990562001574426e-05
01,20,2012Q1,1.778181367012356e-05
01,20,2012Q2,1.7247022281548415e-05
01,20,2012Q3,1.7648115822979772e-05
01,20,2012Q4,1.73807201286922e-05
01,20,2013Q1,1.697962658726084e-05
01,20,2013Q2,1.6444835198685697e-05
01,20,2013Q3,1.5508950268679193e-05
01,20,2013Q4,1.697962658726084e-05
01,20,2014Q1,1.6043741657254337e-05
01,20,2014Q2,1.6043741657254337e-05
01,20,2014Q3,1.497415888010405e-05
01,20,2014Q4,1.6177439504398124e-05
01,20,2015Q1,1.5508950268679193e-05
01,20,2015Q2,1.5375252421535406e-05
01,20,2015Q3,1.5241554574391621e-05
01,20,2015Q4,1.5375252421535406e-05
01,20,2016Q1,1.497415888010405e-05
01,20,2016Q2,1.6845928740117054e-05
01,20,2016Q3,1.5241554574391621e-05
01,20,2016Q4,1.6043741657254337e-05
01,20,2017Q1,1.4706763185816477e-05
01,20,2017Q2,1.5375252421535406e-05
01,20,2017Q3,1.631113735154191e-05
01,20,2017Q4,1.564264811582298e-05
01,20,2018Q1,1.5241554574391621e-05
01,20,2018Q2,1.631113735154191e-05
01,20,2018Q3,1.631113735154191e-05
01,20,2018Q4,1.631113735154191e-05
01,20,2019Q1,1.5910043810110553e-05
01,20,2019Q2,1.7247022281548415e-05
01,20,2019Q3,1.6043741657254337e-05
01,20,2019Q4,1.697962658726084e-05
01,20,2020Q1,1.7113324434404628e-05
01,20,2020Q2,2.259493616729986e-05
01,20,2020Q3,1.6177439504398124e-05
01,20,2020Q4,1.5508950268679193e-05
01,20,2021Q1,1.457306533867269e-05
01,20,2021Q2,1.6578533045829484e-05
01,20,2021Q3,1.7514417975835985e-05
01,20,2021Q4,1.5910043810110553e-05
01,30,1992Q3,9.560979383269025e-06
01,30,1992Q4,9.923137693241337e-06
01,30,1993Q1,1.1082044285152734e-05
01,30,1993Q2,9.488547721274563e-06
01,30,1993Q3,8.981526087313327e-06
01,30,1993Q4,8.619367777341015e-06
01,30,1994Q1,9.995569355235799e-06
01,30,1994Q2,1.064745431318596e-05
01,30,1994Q3,7.3880295234351554e-06
01,30,1994Q4,8.836662763324402e-06
01,30,1995Q1,8.546936115346553e-06
01,30,1995Q2,8.836662763324402e-06
01,30,1995Q3,9.923137693241337e-06
01,30,1995Q4,9.053957749307789e-06
01,30,1996Q1,9.271252735291176e-06
01,30,1996Q2,8.546936115346553e-06
01,30,1996Q3,9.198821073296714e-06
01,30,1996Q4,9.198821073296714e-06
01,30,1997Q1,9.4161160592801e-06
01,30,1997Q2,9.560979383269025e-06
01,30,1997Q3,1.1226907609141659e-05
01,30,1997Q4,1.2240950877064131e-05
01,30,1998Q1,1.1444202595125046e-05
01,30,1998Q2,1.1154475947147196e-05
01,30,1998Q3,9.4161160592801e-06
01,30,1998Q4,9.126389411302251e-06
01,30,1999Q1,1.2313382539058592e-05
01,30,1999Q2,9.633411045263487e-06
01,30,1999Q3,9.850706031246874e-06
01,30,1999Q4,9.126389411302251e-06
01,30,2000Q1,1.035772766520811e-05
01,30,2000Q2,9.198821073296714e-06
01,30,2000Q3,9.560979383269025e-06
01,30,2000Q4,8.981526087313327e-06
01,30,2001Q1,9.995569355235799e-06
01,30,2001Q2,9.633411045263487e-06
01,30,2001Q3,1.0068001017230261e-05
01,30,2001Q4,1.0285296003213648e-05
01,30,2012Q1,3.0421298037674172e-06
01,30,2012Q2,3.2594247897508038e-06
01,30,2012Q3,3.2594247897508038e-06
01,30,2012Q4,3.549151437728653e-06
01,30,2013Q1,3.1869931277563414e-06
01,30,2013Q2,3.4767197757341907e-06
01,30,2013Q3,3.331856451745266e-06
01,30,2013Q4,3.331856451745266e-06
01,30,2014Q1,2.969698141772955e-06
01,30,2014Q2,3.4767197757341907e-06
01,30,2014Q3,3.114561465761879e-06
01,30,2014Q4,3.114561465761879e-06
01,30,2015Q1,3.0421298037674172e-06
01,30,2015Q2,3.0421298037674172e-06
01,30,2015Q3,3.2594247897508038e-06
01,30,2015Q4,3.331856451745266e-06
01,30,2016Q1,3.1869931277563414e-06
01,30,2016Q2,3.4767197757341907e-06
01,30,2016Q3,3.4767197757341907e-06
01,30,2016Q4,3.1869931277563414e-06
01,30,2017Q1,3.1869931277563414e-06
01,30,2017Q2,3.4042881137397284e-06
01,30,2017Q3,3.549151437728653e-06
01,30,2017Q4,3.331856451745266e-06
01,30,2018Q1,2.969698141772955e-06
01,30,2018Q2,3.4042881137397284e-06
01,30,2018Q3,3.4767197757341907e-06
01,30,2018Q4,3.76644642371204e-06
01,30,2019Q1,3.114561465761879e-06
01,30,2019Q2,3.549151437728653e-06
01,30,2019Q3,3.114561465761879e-06
01,30,2019Q4,3.331856451745266e-06
01,30,2020Q1,3.549151437728653e-06
01,30,2020Q2,5.722101297562523e-06
01,30,2020Q3,3.4042881137397284e-06
01,30,2020Q4,3.331856451745266e-06
01,30,2021Q1,3.0421298037674172e-06
01,30,2021Q2,3.331856451745266e-06
01,30,2021Q3,3.76644642371204e-06
01,30,2021Q4,3.4042881137397284e-06
01,40,1992Q3,1.215067968010972e-05
01,40,1992Q4,1.1134867230968714e-05
01,40,1993Q1,1.3791607482568268e-05
01,40,1993Q2,1.1213006650133407e-05
01,40,1993Q3,1.0626961006398212e-05
01,40,1993Q4,1.0509751877651172e-05
01,40,1994Q1,1.2228819099274414e-05
01,40,1994Q2,1.2189749389692066e-05
01,40,1994Q3,1.0353473039321788e-05
01,40,1994Q4,1.1447424907627486e-05
01,40,1995Q1,1.12911460692981e-05
01,40,1995Q2,1.2072540260945028e-05
01,40,1995Q3,1.1877191713033296e-05
01,40,1995Q4,1.226788880885676e-05
01,40,1996Q1,1.3088352710086033e-05
01,40,1996Q2,1.215067968010972e-05
01,40,1996Q3,1.2658585904680222e-05
01,40,1996Q4,1.1486494617209832e-05
01,40,1997Q1,1.3283701257997764e-05
01,40,1997Q2,1.1525564326792179e-05
01,40,1997Q3,1.3322770967580112e-05
01,40,1997Q4,1.472928051254458e-05
01,40,1998Q1,1.4768350222126927e-05
01,40,1998Q2,1.3713468063403575e-05
01,40,1998Q3,1.3400910386744805e-05
01,40,1998Q4,1.2932073871756647e-05
01,40,1999Q1,1.4377653126303464e-05
01,40,1999Q2,1.3947886320897654e-05
01,40,1999Q3,1.4065095449644692e-05
01,40,1999Q4,1.343998009632715e-05
01,40,2000Q1,1.3713468063403575e-05
01,40,2000Q2,1.2775795033427263e-05
01,40,2000Q3,1.3361840677162457e-05
01,40,2000Q4,1.2814864743009608e-05
01,40,2001Q1,1.386974690173296e-05
01,40,2001Q2,1.4377653126303464e-05
01,40,2001Q3,1.4573001674215195e-05
01,40,2001Q4,1.3088352710086033e-05
01,40,2012Q1,7.6185933685575415e-06
01,40,2012Q2,7.6185933685575415e-06
01,40,2012Q3,7.931151045216313e-06
01,40,2012Q4,8.360917850622122e-06
01,40,2013Q1,7.774872206886927e-06
01,40,2013Q2,7.774872206886927e-06
01,40,2013Q3,7.42324482064581e-06
01,40,2013Q4,8.321848141039776e-06
01,40,2014Q1,7.774872206886927e-06
01,40,2014Q2,8.126499593128045e-06
01,40,2014Q3,7.931151045216313e-06
01,40,2014Q4,8.009290464381005e-06
01,40,2015Q1,7.774872206886927e-06
01,40,2015Q2,7.85301162605162e-06
01,40,2015Q3,8.009290464381005e-06
01,40,2015Q4,9.025102913522011e-06
01,40,2016Q1,8.009290464381005e-06
01,40,2016Q2,8.16556930271039e-06
01,40,2016Q3,8.439057269786815e-06
01,40,2016Q4,8.360917850622122e-06
01,40,2017Q1,7.696732787722234e-06
01,40,2017Q2,8.634405817698546e-06
01,40,2017Q3,8.478126979369162e-06
01,40,2017Q4,8.321848141039776e-06
01,40,2018Q1,7.657663078139889e-06
01,40,2018Q2,8.321848141039776e-06
01,40,2018Q3,9.57207884767486e-06
01,40,2018Q4,8.946963494357318e-06
01,40,2019Q1,8.126499593128045e-06
01,40,2019Q2,9.493939428510167e-06
01,40,2019Q3,8.321848141039776e-06
01,40,2019Q4,8.478126979369162e-06
01,40,2020Q1,9.298590880598436e-06
01,40,2020Q2,1.707346308748536e-05
01,40,2020Q3,8.39998756020447e-06
01,40,2020Q4,8.751614946445587e-06
01,40,2021Q1,7.3841751110634635e-06
01,40,2021Q2,7.931151045216313e-06
01,40,2021Q3,9.220451461433743e-06
01,40,2021Q4,7.970220754798659e-06
01,50,1992Q3,1.5729306006285698e-05
01,50,1992Q4,1.2047979068644365e-05
01,50,1993Q1,1.2717311239124607e-05
01,50,1993Q2,1.0374648642443759e-05
01,50,1993Q3,1.0374648642443759e-05
01,50,1993Q4,9.035984301483274e-06
01,50,1994Q1,1.2382645153884486e-05
01,50,1994Q2,9.705316471963516e-06
01,50,1994Q3,1.0374648642443759e-05
01,50,1994Q4,1.0039982557203637e-05
01,50,1995Q1,1.2047979068644365e-05
01,50,1995Q2,9.035984301483274e-06
01,50,1995Q3,1.1378646898164122e-05
01,50,1995Q4,1.5059973835805455e-05
01,50,1996Q1,1.1713312983404243e-05
01,50,1996Q2,1.2382645153884486e-05
01,50,1996Q3,1.606397209152582e-05
01,50,1996Q4,1.3051977324364728e-05
01,50,1997Q1,1.4390641665325213e-05
01,50,1997Q2,1.7067970347246183e-05
01,50,1997Q3,1.6733304262006063e-05
01,50,1997Q4,1.7402636432486305e-05
01,50,1998Q1,2.744261898968994e-05
01,50,1998Q2,3.1793278097811515e-05
01,50,1998Q3,1.5394639921045578e-05
01,50,1998Q4,1.5394639921045578e-05
01,50,1999Q1,1.8071968602966548e-05
01,50,1999Q2,1.7737302517726425e-05
01,50,1999Q3,1.8071968602966548e-05
01,50,1999Q4,1.5729306006285698e-05
01,50,2000Q1,1.639863817676594e-05
01,50,2000Q2,1.874130077344679e-05
01,50,2000Q3,2.141862945536776e-05
01,50,2000Q4,2.2757293796328244e-05
01,50,2001Q1,2.409595813728873e-05
01,50,2001Q2,2.945061550113067e-05
01,50,2001Q3,2.4430624222528852e-05
01,50,2001Q4,2.1083963370127637e-05
01,50,2012Q1,6.023989534322182e-06
01,50,2012Q2,7.362653875282667e-06
01,50,2012Q3,7.362653875282667e-06
01,50,2012Q4,7.697319960522789e-06
01,50,2013Q1,6.693321704802425e-06
01,50,2013Q2,8.366652131003032e-06
01,50,2013Q3,7.697319960522789e-06
01,50,2013Q4,7.362653875282667e-06
01,50,2014Q1,6.693321704802425e-06
01,50,2014Q2,8.03198604576291e-06
01,50,2014Q3,7.027987790042546e-06
01,50,2014Q4,8.366652131003032e-06
01,50,2015Q1,8.03198604576291e-06
01,50,2015Q2,7.362653875282667e-06
01,50,2015Q3,7.697319960522789e-06
01,50,2015Q4,9.035984301483274e-06
01,50,2016Q1,9.705316471963516e-06
01,50,2016Q2,1.070931472768388e-05
01,50,2016Q3,8.701318216243153e-06
01,50,2016Q4,9.370650386723395e-06
01,50,2017Q1,8.03198604576291e-06
01,50,2017Q2,8.701318216243153e-06
01,50,2017Q3,8.366652131003032e-06
01,50,2017Q4,9.035984301483274e-06
01,50,2018Q1,8.366652131003032e-06
01,50,2018Q2,9.370650386723395e-06
01,50,2018Q3,9.035984301483274e-06
01,50,2018Q4,9.705316471963516e-06
01,50,2019Q1,9.035984301483274e-06
01,50,2019Q2,9.370650386723395e-06
01,50,2019Q3,9.035984301483274e-06
01,50,2019Q4,9.035984301483274e-06
01,50,2020Q1,1.0039982557203637e-05
01,50,2020Q2,2.0749297284887517e-05
01,50,2020Q3,1.0039982557203637e-05
01,50,2020Q4,1.1378646898164122e-05
01,50,2021Q1,8.366652131003032e-06
01,50,2021Q2,1.0039982557203637e-05
01,50,2021Q3,1.1713312983404243e-05
01,50,2021Q4,1.2047979068644365e-05
01,55,1992Q3,1.617208491638348e-05
01,55,1992Q4,1.1071658135062535e-05
01,55,1993Q1,1.4430475771542181e-05
01,55,1993Q2,1.1818062054280235e-05
01,55,1993Q3,1.1693661401077285e-05
01,55,1993Q4,1.0698456175453685e-05
01,55,1994Q1,1.2688866626700884e-05
01,55,1994Q2,1.4181674465136282e-05
01,55,1994Q3,1.2191264013889083e-05
01,55,1994Q4,1.3559671199121532e-05
01,55,1995Q1,1.2315664667092034e-05
01,55,1995Q2,1.4803677731151031e-05
01,55,1995Q3,1.3559671199121532e-05
01,55,1995Q4,1.1320459441468435e-05
01,55,1996Q1,1.2813267279903833e-05
01,55,1996Q2,1.3559671199121532e-05
01,55,1996Q3,1.3684071852324483e-05
01,55,1996Q4,1.1569260747874336e-05
01,55,1997Q1,1.4181674465136282e-05
01,55,1997Q2,1.3435270545918582e-05
01,55,1997Q3,1.4181674465136282e-05
01,55,1997Q4,1.6545286875992327e-05
01,55,1998Q1,1.642088622278938e-05
01,55,1998Q2,1.7913694061224776e-05
01,55,1998Q3,1.691848883560118e-05
01,55,1998Q4,2.1023710391298522e-05
01,55,1999Q1,1.567448230357168e-05
01,55,1999Q2,1.467927707794808e-05
01,55,1999Q3,1.617208491638348e-05
01,55,1999Q4,1.555008165036873e-05
01,55,2000Q1,1.567448230357168e-05
01,55,2000Q2,1.3684071852324483e-05
01,55,2000Q3,1.629648556958643e-05
01,55,2000Q4,1.492807838435398e-05
01,55,2001Q1,1.6669687529195277e-05
01,55,2001Q2,1.3932873158730382e-05
01,55,2001Q3,1.467927707794808e-05
01,55,2001Q4,1.6047684263180528e-05
01,55,2012Q1,9.330048990221238e-06
01,55,2012Q2,9.330048990221238e-06
01,55,2012Q3,8.956847030612388e-06
01,55,2012Q4,9.081247683815339e-06
01,55,2013Q1,9.454449643424188e-06
01,55,2013Q2,9.205648337018287e-06
01,55,2013Q3,8.832446377409439e-06
01,55,2013Q4,9.578850296627137e-06
01,55,2014Q1,9.330048990221238e-06
01,55,2014Q2,9.205648337018287e-06
01,55,2014Q3,9.330048990221238e-06
01,55,2014Q4,9.952052256235987e-06
01,55,2015Q1,9.330048990221238e-06
01,55,2015Q2,8.956847030612388e-06
01,55,2015Q3,9.454449643424188e-06
01,55,2015Q4,1.0200853562641887e-05
01,55,2016Q1,9.703250949830088e-06
01,55,2016Q2,1.0200853562641887e-05
01,55,2016Q3,9.205648337018287e-06
01,55,2016Q4,1.0076452909438938e-05
01,55,2017Q1,9.578850296627137e-06
01,55,2017Q2,9.578850296627137e-06
01,55,2017Q3,9.827651603033037e-06
01,55,2017Q4,1.0822856828656636e-05
01,55,2018Q1,1.0076452909438938e-05
01,55,2018Q2,1.0076452909438938e-05
01,55,2018Q3,1.0822856828656636e-05
01,55,2018Q4,1.1196058788265486e-05
01,55,2019Q1,1.0574055522250736e-05
01,55,2019Q2,1.0574055522250736e-05
01,55,2019Q3,1.0200853562641887e-05
01,55,2019Q4,1.0822856828656636e-05
01,55,2020Q1,1.1196058788265486e-05
01,55,2020Q2,1.3808472505527432e-05
01,55,2020Q3,1.2688866626700884e-05
01,55,2020Q4,1.1444860094671385e-05
01,55,2021Q1,1.0698456175453685e-05
01,55,2021Q2,1.2191264013889083e-05
01,55,2021Q3,1.3435270545918582e-05
01,55,2021Q4,1.2066863360686134e-05
01,60,1992Q3,1.1863287706232737e-05
01,60,1992Q4,1.2097047069902348e-05
01,60,1993Q1,1.1395768978893517e-05
01,60,1993Q2,1.168796818348053e-05
01,60,1993Q3,1.2038607228984945e-05
01,60,1993Q4,1.3441163411002609e-05
01,60,1994Q1,1.3558043092837414e-05
01,60,1994Q2,1.256456579724157e-05
01,60,1994Q3,1.1746408024397932e-05
01,60,1994Q4,1.2973644683663388e-05
01,60,1995Q1,1.3499603251920011e-05
01,60,1995Q2,1.2623005638158972e-05
01,60,1995Q3,1.4376200865681052e-05
01,60,1995Q4,1.3616482933754816e-05
01,60,1996Q1,1.5135918797607287e-05
01,60,1996Q2,1.4084001661094039e-05
01,60,1996Q3,1.4902159433937675e-05
01,60,1996Q4,1.519435863852469e-05
01,60,1997Q1,1.6421595297790145e-05
01,60,1997Q2,1.5603437524946506e-05
01,60,1997Q3,1.653847497962495e-05
01,60,1997Q4,1.9109827979990667e-05
01,60,1998Q1,2.004486543466911e-05
01,60,1998Q2,1.6596914820542353e-05
01,60,1998Q3,1.76488319570556e-05
01,60,1998Q4,1.6596914820542353e-05
01,60,1999Q1,2.0570824002925732e-05
01,60,1999Q2,1.5954076570450925e-05
01,60,1999Q3,1.940202718457768e-05
01,60,1999Q4,1.6889114025129366e-05
01,60,2000Q1,1.835011004806443e-05
01,60,2000Q2,1.718131322971638e-05
01,60,2000Q3,1.9460467025495083e-05
01,60,2000Q4,1.8291670207147028e-05
01,60,2001Q1,2.1914940344025994e-05
01,60,2001Q2,1.8642309252651443e-05
01,60,2001Q3,2.2148699707695605e-05
01,60,2001Q4,1.940202718457768e-05
01,60,2012Q1,1.3324283729167803e-05
01,60,2012Q2,1.4960599274855077e-05
01,60,2012Q3,1.4960599274855077e-05
01,60,2012Q4,1.4668400070268064e-05
01,60,2013Q1,1.4493080547515857e-05
01,60,2013Q2,1.5544997684029103e-05
01,60,2013Q3,1.4142441502011441e-05
01,60,2013Q4,1.478527975210287e-05
01,60,2014Q1,1.4259321183846246e-05
01,60,2014Q2,1.5077478956689882e-05
01,60,2014Q3,1.4960599274855077e-05
01,60,2014Q4,1.5778757047698713e-05
01,60,2015Q1,1.4200881342928844e-05
01,60,2015Q2,1.5428118002194298e-05
01,60,2015Q3,1.5311238320359493e-05
01,60,2015Q4,1.5895636729533522e-05
01,60,2016Q1,1.4843719593020272e-05
01,60,2016Q2,1.6889114025129366e-05
01,60,2016Q3,1.519435863852469e-05
01,60,2016Q4,1.6421595297790145e-05
01,60,2017Q1,1.4668400070268064e-05
01,60,2017Q2,1.5311238320359493e-05
01,60,2017Q3,1.572031720678131e-05
01,60,2017Q4,1.6596914820542353e-05
01,60,2018Q1,1.4668400070268064e-05
01,60,2018Q2,1.6129396093203132e-05
01,60,2018Q3,1.5661877365863908e-05
01,60,2018Q4,1.700599370696417e-05
01,60,2019Q1,1.5369678161276895e-05
01,60,2019Q2,1.6363155456872743e-05
01,60,2019Q3,1.5311238320359493e-05
01,60,2019Q4,1.718131322971638e-05
01,60,2020Q1,1.6596914820542353e-05
01,60,2020Q2,2.2908417639621838e-05
01,60,2020Q3,1.7590392116138197e-05
01,60,2020Q4,1.6655354661459755e-05
01,60,2021Q1,1.4668400070268064e-05
01,60,2021Q2,1.6012516411368327e-05
01,60,2021Q3,1.940202718457768e-05
01,60,2021Q4,1.8174790525312223e-05
01,65,1992Q3,6.012605427278289e-06
01,65,1992Q4,5.591723047368809e-06
01,65,1993Q1,7.1550004584611636e-06
01,65,1993Q2,6.854370187097249e-06
01,65,1993Q3,6.5537399157333345e-06
01,65,1993Q4,6.734118078551684e-06
01,65,1994Q1,8.237269435371255e-06
01,65,1994Q2,7.395504675552295e-06
01,65,1994Q3,6.974622295642815e-06
01,65,1994Q4,7.094874404188381e-06
01,65,1995Q1,8.53789970673517e-06
01,65,1995Q2,8.598025761007954e-06
01,65,1995Q3,8.056891272552908e-06
01,65,1995Q4,8.53789970673517e-06
01,65,1996Q1,9.259412358008564e-06
01,65,1996Q2,8.297395489644039e-06
01,65,1996Q3,9.680294737918046e-06
01,65,1996Q4,8.056891272552908e-06
01,65,1997Q1,9.259412358008564e-06
01,65,1997Q2,8.357521543916822e-06
01,65,1997Q3,1.0582185552009789e-05
01,65,1997Q4,1.12435721490104e-05
01,65,1998Q1,1.1063193986192051e-05
01,65,1998Q2,1.0281555280645875e-05
01,65,1998Q3,1.0101177117827526e-05
01,65,1998Q4,9.80054684646361e-06
01,65,1999Q1,1.2025210854556577e-05
01,65,1999Q2,1.082268976910092e-05
01,65,1999Q3,1.040180738919144e-05
01,65,1999Q4,9.860672900736393e-06
01,65,2000Q1,1.0522059497737005e-05
01,65,2000Q2,9.079034195190217e-06
01,65,2000Q3,9.740420792190829e-06
01,65,2000Q4,9.56004262937248e-06
01,65,2001Q1,9.199286303735781e-06
01,65,2001Q2,8.95878208664465e-06
01,65,2001Q3,9.740420792190829e-06
01,65,2001Q4,9.319538412281347e-06
01,65,2012Q1,8.357521543916822e-06
01,65,2012Q2,8.658151815280735e-06
01,65,2012Q3,8.95878208664465e-06
01,65,2012Q4,7.816387055461776e-06
01,65,2013Q1,9.56004262937248e-06
01,65,2013Q2,1.0161303172100309e-05
01,65,2013Q3,8.838529978099084e-06
01,65,2013Q4,8.838529978099084e-06
01,65,2014Q1,8.778403923826301e-06
01,65,2014Q2,9.98092500928196e-06
01,65,2014Q3,9.259412358008564e-06
01,65,2014Q4,9.499916575099697e-06
01,65,2015Q1,1.1063193986192051e-05
01,65,2015Q2,9.439790520826914e-06
01,65,2015Q3,1.0161303172100309e-05
01,65,2015Q4,9.920798955009176e-06
01,65,2016Q1,9.439790520826914e-06
01,65,2016Q2,1.1003067931919268e-05
01,65,2016Q3,1.0101177117827526e-05
01,65,2016Q4,1.1784706637465447e-05
01,65,2017Q1,9.37966446655413e-06
01,65,2017Q2,1.0341681334918656e-05
01,65,2017Q3,1.0642311606282572e-05
01,65,2017Q4,1.0882815823373702e-05
01,65,2018Q1,1.0161303172100309e-05
01,65,2018Q2,1.0582185552009789e-05
01,65,2018Q3,1.0702437660555355e-05
01,65,2018Q4,1.0882815823373702e-05
01,65,2019Q1,1.1123320040464834e-05
01,65,2019Q2,1.1423950311828748e-05
01,65,2019Q3,1.0882815823373702e-05
01,65,2019Q4,1.1724580583192663e-05
01,65,2020Q1,1.1484076366101531e-05
01,65,2020Q2,1.996185001856392e-05
01,65,2020Q3,1.1484076366101531e-05
01,65,2020Q4,1.1604328474647097e-05
01,65,2021Q1,1.0221429226373092e-05
01,65,2021Q2,1.1604328474647097e-05
01,65,2021Q3,1.3889118537012847e-05
01,65,2021Q4,1.2746723505829972e-05
01,70,1992Q3,1.7186445987492174e-05
01,70,1992Q4,1.773328745073056e-05
01,70,1993Q1,1.960817246754789e-05
01,70,1993Q2,1.9217571422377612e-05
01,70,1993Q3,1.624900347908351e-05
01,70,1993Q4,1.757704703266245e-05
01,70,1994Q1,1.7498926823628394e-05
01,70,1994Q2,2.0155013930786276e-05
01,70,1994Q3,1.6483364106185677e-05
01,70,1994Q4,1.8436369332037058e-05
01,70,1995Q1,1.757704703266245e-05
01,70,1995Q2,1.804576828686678e-05
01,70,1995Q3,1.8670729959139225e-05
01,70,1995Q4,1.9686292676581946e-05
01,70,1996Q1,1.960817246754789e-05
01,70,1996Q2,2.0311254348854386e-05
01,70,1996Q3,1.8514489541071115e-05
01,70,1996Q4,1.9764412885616e-05
01,70,1997Q1,1.8983210795275445e-05
01,70,1997Q2,1.960817246754789e-05
01,70,1997Q3,2.0701855394024663e-05
01,70,1997Q4,2.0858095812092773e-05
01,70,1998Q1,2.2889221246978214e-05
01,70,1998Q2,2.062373518499061e-05
