state_fips,industry_code,quarter_label,g_s_loo
01,20,2014Q4,8.235787384057227e-05
01,20,2015Q1,8.088719752199063e-05
01,20,2015Q2,6.644783003046172e-05
01,20,2015Q3,7.019136975048773e-05
01,20,2015Q4,6.791850634904337e-05
01,20,2016Q1,7.674256426053325e-05
01,20,2016Q2,7.634147071910189e-05
01,20,2016Q3,6.725001711332444e-05
01,20,2016Q4,7.861433412054626e-05
01,20,2017Q1,7.139465037478181e-05
01,20,2017Q2,8.449703939487285e-05
01,20,2017Q3,8.235787384057227e-05
01,20,2017Q4,6.524454940616764e-05
01,20,2018Q1,7.139465037478181e-05
01,20,2018Q2,6.577934079474279e-05
01,20,2018Q3,6.5645642947599e-05
01,20,2018Q4,6.511085155902386e-05
01,20,2019Q1,7.059246329191909e-05
01,20,2019Q2,8.917646404490537e-05
01,20,2019Q3,8.369485231201013e-05
01,20,2019Q4,0.00010000598966355204
01,20,2020Q1,0.00013663919978094944
01,20,2020Q2,0.00014680023616387718
01,20,2020Q3,7.326642023479481e-05
01,20,2020Q4,7.500449224766403e-05
01,20,2021Q1,7.473709655337646e-05
01,20,2021Q2,6.631413218331794e-05
01,20,2021Q3,5.30780453160831e-05
01,20,2021Q4,5.521721087038368e-05
01,20,2022Q1,5.21421603860766e-05
01,20,2022Q2,5.60193979532464e-05
01,20,2022Q3,6.243689461614814e-05
01,20,2022Q4,6.190210322757299e-05
01,20,2023Q1,7.928282335626518e-05
01,20,2023Q2,6.47097580175925e-05
01,20,2023Q3,6.511085155902386e-05
01,20,2023Q4,6.791850634904337e-05
01,20,2024Q1,7.487079440052024e-05
01,20,2024Q2,6.0431426908991344e-05
01,30,2001Q1,5.4178883171857805e-05
01,30,2001Q2,6.547822244299393e-05
01,30,2001Q3,5.97561211454314e-05
01,30,2001Q4,6.366743089313237e-05
01,30,2002Q1,5.301997657994641e-05
01,30,2002Q2,4.9325961818228835e-05
01,30,2002Q3,4.794976024033405e-05
01,30,2002Q4,4.9615688466206684e-05
01,30,2003Q1,4.8384350212300826e-05
01,30,2003Q2,4.483519877457217e-05
01,30,2003Q3,4.367629218266077e-05
01,30,2003Q4,3.773689589911486e-05
01,30,2004Q1,3.759203257512594e-05
01,30,2004Q2,3.38255861514139e-05
01,30,2004Q3,3.9620119110970887e-05
01,30,2004Q4,3.730230592714809e-05
01,30,2005Q1,3.469476609534745e-05
01,30,2005Q2,3.476719775734191e-05
01,30,2005Q3,3.462233443335298e-05
01,30,2005Q4,3.165263629158003e-05
01,30,2006Q1,3.302883786947481e-05
01,30,2006Q2,3.2739111221496964e-05
01,30,2006Q3,3.418774446138621e-05
01,30,2006Q4,3.2232089587535726e-05
01,30,2007Q1,3.563637770127546e-05
01,30,2007Q2,3.469476609534745e-05
01,30,2007Q3,3.896823415302072e-05
01,30,2007Q4,3.76644642371204e-05
01,30,2008Q1,3.121804631961326e-05
01,30,2008Q2,4.1141184012854594e-05
01,30,2008Q3,3.947525578698196e-05
01,30,2008Q4,5.294754491795195e-05
01,30,2009Q1,7.083816543058414e-05
01,30,2009Q2,5.7655602947592e-05
01,30,2009Q3,4.0634162378893356e-05
01,30,2009Q4,3.737473758914255e-05
01,30,2010Q1,3.1869931277563416e-05
01,30,2010Q2,2.7524031557895677e-05
01,30,2010Q3,3.092831967163541e-05
01,30,2010Q4,3.0204003051690784e-05
01,30,2011Q1,2.6509988289973204e-05
01,30,2011Q2,2.600296665601197e-05
01,30,2011Q3,2.5278650036067346e-05
01,30,2011Q4,2.2960836852244552e-05
01,30,2012Q1,2.3685153472189175e-05
01,30,2012Q2,2.5278650036067346e-05
01,30,2012Q3,2.2381383556288853e-05
01,30,2012Q4,2.4844060064100572e-05
01,30,2013Q1,2.3033268514239016e-05
01,30,2013Q2,2.411974344415595e-05
01,30,2013Q3,2.3322995162216865e-05
01,30,2013Q4,1.9918707048477134e-05
01,30,2014Q1,2.0787886992410682e-05
01,30,2014Q2,2.3395426824211326e-05
01,30,2014Q3,2.0208433696454984e-05
01,30,2014Q4,2.3395426824211326e-05
01,30,2015Q1,2.3395426824211326e-05
01,30,2015Q2,2.129490862637192e-05
01,30,2015Q3,2.3685153472189175e-05
01,30,2015Q4,2.38300167961781e-05
01,30,2016Q1,2.4699196740111648e-05
01,30,2016Q2,2.4916491726095033e-05
01,30,2016Q3,2.2453815218283317e-05
01,30,2016Q4,2.194679358432208e-05
01,30,2017Q1,2.1729498598338694e-05
01,30,2017Q2,2.2526246880277778e-05
01,30,2017Q3,2.2453815218283317e-05
01,30,2017Q4,2.3902448458172564e-05
01,30,2018Q1,2.38300167961781e-05
01,30,2018Q2,2.5061355050083958e-05
01,30,2018Q3,2.3612721810194714e-05
01,30,2018Q4,2.6872146599945517e-05
01,30,2019Q1,2.346785848620579e-05
01,30,2019Q2,2.4264606768144874e-05
01,30,2019Q3,2.3902448458172564e-05
01,30,2019Q4,2.38300167961781e-05
01,30,2020Q1,6.99689854866506e-05
01,30,2020Q2,7.80088999680359e-05
01,30,2020Q3,2.636512496598428e-05
01,30,2020Q4,2.4481901754128262e-05
01,30,2021Q1,2.0787886992410682e-05
01,30,2021Q2,2.165706693634423e-05
01,30,2021Q3,2.3322995162216865e-05
01,30,2021Q4,2.1729498598338694e-05
01,30,2022Q1,2.3322995162216865e-05
01,30,2022Q2,2.1801930260333155e-05
01,30,2022Q3,2.1439771950360845e-05
01,30,2022Q4,2.411974344415595e-05
01,30,2023Q1,2.5640808346039656e-05
01,30,2023Q2,2.7017009923934442e-05
01,30,2023Q3,2.8827801473796e-05
01,30,2023Q4,2.4699196740111648e-05
01,30,2024Q1,2.6944578261939978e-05
01,30,2024Q2,2.6509988289973204e-05
01,40,2001Q1,4.3054819959745696e-05
01,40,2001Q2,4.805574278628603e-05
01,40,2001Q3,5.0165507103732735e-05
01,40,2001Q4,5.086876187621497e-05
01,40,2002Q1,5.05562041995562e-05
01,40,2002Q2,4.793853365753899e-05
01,40,2002Q3,5.2744107936167594e-05
01,40,2002Q4,4.793853365753899e-05
01,40,2003Q1,4.9970158555821004e-05
01,40,2003Q2,4.680551207965095e-05
01,40,2003Q3,4.520365398677475e-05
01,40,2003Q4,4.8915276397097655e-05
01,40,2004Q1,5.188457432535598e-05
01,40,2004Q2,4.8993415816262346e-05
01,40,2004Q3,4.5750629920927595e-05
01,40,2004Q4,4.961853116957989e-05
01,40,2005Q1,5.223620171159709e-05
01,40,2005Q2,5.059527390913855e-05
01,40,2005Q3,4.973574029832692e-05
01,40,2005Q4,4.645388469340983e-05
01,40,2006Q1,4.40706324088867e-05
01,40,2006Q2,4.3406447345986816e-05
01,40,2006Q3,4.325016850765743e-05
01,40,2006Q4,3.949947638775218e-05
01,40,2007Q1,4.24687743160105e-05
01,40,2007Q2,4.410970211846905e-05
01,40,2007Q3,4.5672490501762903e-05
01,40,2007Q4,4.6102257307168716e-05
01,40,2008Q1,4.51645842771924e-05
01,40,2008Q2,4.8446439882109494e-05
01,40,2008Q3,5.114224984329139e-05
01,40,2008Q4,5.301759590324402e-05
01,40,2009Q1,5.37599203853086e-05
01,40,2009Q2,5.32520141607381e-05
01,40,2009Q3,4.942318262166815e-05
01,40,2009Q4,4.418784153763374e-05
01,40,2010Q1,4.0398079708146145e-05
01,40,2010Q2,3.7467851489470166e-05
01,40,2010Q3,3.559250542951754e-05
01,40,2010Q4,3.731157265114078e-05
01,40,2011Q1,3.934319754942279e-05
01,40,2011Q2,3.6061341944505696e-05
01,40,2011Q3,3.6217620782835085e-05
01,40,2011Q4,3.692087555531732e-05
01,40,2012Q1,3.570971455826458e-05
01,40,2012Q2,3.824924568111709e-05
01,40,2012Q3,3.946040667816983e-05
01,40,2012Q4,3.7350642360723125e-05
01,40,2013Q1,3.5865993396593964e-05
01,40,2013Q2,3.76632000373819e-05
01,40,2013Q3,3.699901497448201e-05
01,40,2013Q4,3.918691871109341e-05
01,40,2014Q1,3.969482493566391e-05
01,40,2014Q2,4.0319940288981454e-05
01,40,2014Q3,3.97729643548286e-05
01,40,2014Q4,3.8913430744016984e-05
01,40,2015Q1,4.184365896269296e-05
01,40,2015Q2,4.047621912731084e-05
01,40,2015Q3,3.8757151905687595e-05
01,40,2015Q4,3.6178551073252736e-05
01,40,2016Q1,3.641296933074682e-05
01,40,2016Q2,3.7233433231976085e-05
01,40,2016Q3,3.813203655237005e-05
01,40,2016Q4,3.246692866292983e-05
01,40,2017Q1,3.680366642657028e-05
01,40,2017Q2,3.692087555531732e-05
01,40,2017Q3,3.2857625758753293e-05
01,40,2017Q4,3.7389712070305474e-05
01,40,2018Q1,3.852273364819352e-05
01,40,2018Q2,3.76632000373819e-05
01,40,2018Q3,4.082784651355195e-05
01,40,2018Q4,4.301575025016335e-05
01,40,2019Q1,3.672552700740559e-05
01,40,2019Q2,3.836645480986413e-05
01,40,2019Q3,4.3406447345986816e-05
01,40,2019Q4,3.996831290274033e-05
01,40,2020Q1,0.00011181750882467531
01,40,2020Q2,9.712729802171307e-05
01,40,2020Q3,3.649110874991151e-05
01,40,2020Q4,3.524087804327642e-05
01,40,2021Q1,3.8639942776940555e-05
01,40,2021Q2,3.094320998921832e-05
01,40,2021Q3,3.0474373474230166e-05
01,40,2021Q4,2.6606472225577878e-05
01,40,2022Q1,2.8442748575948156e-05
01,40,2022Q2,2.895065480051866e-05
01,40,2022Q3,3.684273613615262e-05
01,40,2022Q4,3.152925563295352e-05
01,40,2023Q1,4.1687380124363575e-05
01,40,2023Q2,4.047621912731084e-05
01,40,2023Q3,3.356088053123553e-05
01,40,2023Q4,3.391250791747665e-05
01,40,2024Q1,3.2974834887500334e-05
01,40,2024Q2,3.578785397742927e-05
01,50,2001Q1,3.6813269376413335e-05
01,50,2001Q2,5.1538577126978674e-05
01,50,2001Q3,5.053457887125831e-05
01,50,2001Q4,5.722790057606073e-05
01,50,2002Q1,4.1833260655015154e-05
01,50,2002Q2,5.120391104173855e-05
01,50,2002Q3,4.1163928484534915e-05
01,50,2002Q4,4.1163928484534915e-05
01,50,2003Q1,4.484525542217624e-05
01,50,2003Q2,4.350659108121576e-05
01,50,2003Q3,4.2167926740255274e-05
01,50,2003Q4,3.78172676321337e-05
01,50,2004Q1,3.5809271120692976e-05
01,50,2004Q2,3.815193371737382e-05
01,50,2004Q3,3.279727635353188e-05
01,50,2004Q4,2.2757293796328244e-05
01,50,2005Q1,2.2757293796328244e-05
01,50,2005Q2,2.376129205204861e-05
01,50,2005Q3,3.6143937205933096e-05
01,50,2005Q4,3.1793278097811515e-05
01,50,2006Q1,3.3801274609252246e-05
01,50,2006Q2,2.8446617245410306e-05
01,50,2006Q3,2.5099956393009095e-05
01,50,2006Q4,3.279727635353188e-05
01,50,2007Q1,3.78172676321337e-05
01,50,2007Q2,2.8111951160170184e-05
01,50,2007Q3,3.513993895021273e-05
01,50,2007Q4,2.0749297284887517e-05
01,50,2008Q1,2.744261898968994e-05
01,50,2008Q2,2.8111951160170184e-05
01,50,2008Q3,2.6103954648729456e-05
01,50,2008Q4,4.584925367789661e-05
01,50,2009Q1,3.815193371737382e-05
01,50,2009Q2,4.1833260655015154e-05
01,50,2009Q3,3.6143937205933096e-05
01,50,2009Q4,3.9490598058334304e-05
01,50,2010Q1,2.7777285074930064e-05
01,50,2010Q2,2.710795290444982e-05
01,50,2010Q3,2.744261898968994e-05
01,50,2010Q4,2.5099956393009095e-05
01,50,2011Q1,2.476529030776897e-05
01,50,2011Q2,2.376129205204861e-05
01,50,2011Q3,2.175329554060788e-05
01,50,2011Q4,2.3091959881568367e-05
01,50,2012Q1,2.710795290444982e-05
01,50,2012Q2,2.409595813728873e-05
01,50,2012Q3,2.744261898968994e-05
01,50,2012Q4,1.9410632943927033e-05
01,50,2013Q1,1.9410632943927033e-05
01,50,2013Q2,3.246261026829176e-05
01,50,2013Q3,4.9195914530297824e-05
01,50,2013Q4,3.6478603291173215e-05
01,50,2014Q1,4.752258410409722e-05
01,50,2014Q2,3.246261026829176e-05
01,50,2014Q3,3.547460503545285e-05
01,50,2014Q4,3.714793546165346e-05
01,50,2015Q1,2.945061550113067e-05
01,50,2015Q2,3.1123945927331276e-05
01,50,2015Q3,2.5769288563489337e-05
01,50,2015Q4,2.7777285074930064e-05
01,50,2016Q1,2.643862073396958e-05
01,50,2016Q2,3.011994767161091e-05
01,50,2016Q3,2.3426625966808487e-05
01,50,2016Q4,2.2757293796328244e-05
01,50,2017Q1,2.744261898968994e-05
01,50,2017Q2,3.513993895021273e-05
01,50,2017Q3,3.3466608524012126e-05
01,50,2017Q4,3.6813269376413335e-05
01,50,2018Q1,3.78172676321337e-05
01,50,2018Q2,3.480527286497261e-05
01,50,2018Q3,3.3801274609252246e-05
01,50,2018Q4,3.011994767161091e-05
01,50,2019Q1,3.714793546165346e-05
01,50,2019Q2,3.480527286497261e-05
01,50,2019Q3,4.283725891073552e-05
01,50,2019Q4,3.982526414357443e-05
01,50,2020Q1,8.433585348051055e-05
01,50,2020Q2,8.03198604576291e-05
01,50,2020Q3,2.5099956393009095e-05
01,50,2020Q4,3.1458612012571395e-05
01,50,2021Q1,2.5769288563489337e-05
01,50,2021Q2,2.6103954648729456e-05
01,50,2021Q3,3.5809271120692976e-05
01,50,2021Q4,3.4135940694492365e-05
01,50,2022Q1,3.011994767161091e-05
01,50,2022Q2,2.911594941589055e-05
01,50,2022Q3,4.25025928254954e-05
01,50,2022Q4,4.584925367789661e-05
01,50,2023Q1,4.551458759265649e-05
01,50,2023Q2,3.1458612012571395e-05
01,50,2023Q3,3.1793278097811515e-05
01,50,2023Q4,2.409595813728873e-05
01,50,2024Q1,2.6103954648729456e-05
01,50,2024Q2,3.212794418305164e-05
01,55,2001Q1,2.226771692332802e-05
01,55,2001Q2,2.5502133906604718e-05
01,55,2001Q3,2.077490908489262e-05
01,55,2001Q4,2.8114547623866662e-05
01,55,2002Q1,2.5377733253401768e-05
01,55,2002Q2,3.234416983276696e-05
01,55,2002Q3,2.6746140438634217e-05
01,55,2002Q4,2.4631329334184068e-05
01,55,2003Q1,2.6994941745040114e-05
01,55,2003Q2,2.264091888293687e-05
01,55,2003Q3,2.5999736519416517e-05
01,55,2003Q4,2.1272511697704424e-05
01,55,2004Q1,2.301412084254572e-05
01,55,2004Q2,2.0899309738095572e-05
01,55,2004Q3,2.6124137172619467e-05
01,55,2004Q4,2.8114547623866662e-05
01,55,2005Q1,3.383697767120236e-05
01,55,2005Q2,2.5999736519416517e-05
01,55,2005Q3,2.139691235090737e-05
01,55,2005Q4,2.5626534559807665e-05
01,55,2006Q1,2.9109752849490263e-05
01,55,2006Q2,2.9607355462302062e-05
01,55,2006Q3,2.5875335866213566e-05
01,55,2006Q4,2.7243743051446016e-05
01,55,2007Q1,3.010495807511386e-05
01,55,2007Q2,2.9731756115505013e-05
01,55,2007Q3,3.980820902494395e-05
01,55,2007Q4,3.408577897760826e-05
01,55,2008Q1,3.022935872831681e-05
01,55,2008Q2,3.296617309878171e-05
01,55,2008Q3,3.76933979204938e-05
01,55,2008Q4,3.2095368526361056e-05
01,55,2009Q1,4.963586062797699e-05
01,55,2009Q2,4.291822535501769e-05
01,55,2009Q3,3.607618942885545e-05
01,55,2009Q4,2.8736550889881412e-05
01,55,2010Q1,2.4382528027778167e-05
01,55,2010Q2,2.4631329334184068e-05
01,55,2010Q3,2.1894514963719173e-05
01,55,2010Q4,2.5750935213010616e-05
01,55,2011Q1,2.1645713657313272e-05
01,55,2011Q2,1.8038094714427726e-05
01,55,2011Q3,1.9779703859269024e-05
01,55,2011Q4,2.201891561692212e-05
01,55,2012Q1,2.0650508431689674e-05
01,55,2012Q2,2.5004531293792916e-05
01,55,2012Q3,1.8162495367630677e-05
01,55,2012Q4,2.4631329334184068e-05
01,55,2013Q1,2.1770114310516222e-05
01,55,2013Q2,2.0277306472080823e-05
01,55,2013Q3,2.7616945011054864e-05
01,55,2013Q4,2.288972018934277e-05
01,55,2014Q1,2.413372672137227e-05
01,55,2014Q2,2.301412084254572e-05
01,55,2014Q3,1.642088622278938e-05
01,55,2014Q4,2.0028505165674925e-05
01,55,2015Q1,1.9406501899660176e-05
01,55,2015Q2,2.301412084254572e-05
01,55,2015Q3,2.5377733253401768e-05
01,55,2015Q4,2.0028505165674925e-05
01,55,2016Q1,2.288972018934277e-05
01,55,2016Q2,1.9904104512471974e-05
01,55,2016Q3,1.9530902552863126e-05
01,55,2016Q4,2.5626534559807665e-05
01,55,2017Q1,2.264091888293687e-05
01,55,2017Q2,1.9406501899660176e-05
01,55,2017Q3,2.139691235090737e-05
01,55,2017Q4,2.1894514963719173e-05
01,55,2018Q1,1.8908899286848377e-05
01,55,2018Q2,2.239211757653097e-05
01,55,2018Q3,1.691848883560118e-05
01,55,2018Q4,2.0152905818877875e-05
01,55,2019Q1,1.8286896020833628e-05
01,55,2019Q2,2.0028505165674925e-05
01,55,2019Q3,2.326292214895162e-05
01,55,2019Q4,1.704288948880413e-05
01,55,2020Q1,4.4908635806264894e-05
01,55,2020Q2,5.150187042602123e-05
01,55,2020Q3,2.214331627012507e-05
01,55,2020Q4,1.8784498633645426e-05
01,55,2021Q1,1.9033299940051324e-05
01,55,2021Q2,1.629648556958643e-05
01,55,2021Q3,1.7416091448412977e-05
01,55,2021Q4,1.2066863360686134e-05
01,55,2022Q1,1.4554876424745132e-05
01,55,2022Q2,1.7416091448412977e-05
01,55,2022Q3,1.7664892754818878e-05
01,55,2022Q4,2.4631329334184068e-05
01,55,2023Q1,2.0028505165674925e-05
01,55,2023Q2,1.4803677731151031e-05
01,55,2023Q3,1.8535697327239525e-05
01,55,2023Q4,2.1272511697704424e-05
01,55,2024Q1,2.152131300411032e-05
01,55,2024Q2,2.413372672137227e-05
01,60,2001Q1,8.707536296692995e-05
01,60,2001Q2,6.469290389556473e-05
01,60,2001Q3,7.30498011467533e-05
01,60,2001Q4,6.913433180528734e-05
01,60,2002Q1,6.106963375868577e-05
01,60,2002Q2,5.96670775766681e-05
01,60,2002Q3,6.18877915315294e-05
01,60,2002Q4,6.346566723629928e-05
01,60,2003Q1,6.159559232694239e-05
01,60,2003Q2,6.61538999184998e-05
01,60,2003Q3,6.738113657776525e-05
01,60,2003Q4,6.673829832767383e-05
01,60,2004Q1,6.714737721409564e-05
01,60,2004Q2,6.808241466877408e-05
01,60,2004Q3,6.510198278198655e-05
01,60,2004Q4,6.451758437281253e-05
01,60,2005Q1,7.211476369207486e-05
01,60,2005Q2,7.380951907867955e-05
01,60,2005Q3,7.28160417830837e-05
01,60,2005Q4,6.609546007758239e-05
01,60,2006Q1,6.39916258045559e-05
01,60,2006Q2,6.802397482785668e-05
01,60,2006Q3,6.61538999184998e-05
01,60,2006Q4,6.679673816859122e-05
01,60,2007Q1,6.913433180528734e-05
01,60,2007Q2,7.129660591923123e-05
01,60,2007Q3,7.299136130583591e-05
01,60,2007Q4,7.684839080638448e-05
01,60,2008Q1,7.556271430620162e-05
01,60,2008Q2,7.158880512381825e-05
01,60,2008Q3,7.690683064730189e-05
01,60,2008Q4,8.871167851261722e-05
01,60,2009Q1,9.05817534219741e-05
01,60,2009Q2,7.439391748785357e-05
01,60,2009Q3,7.04200083054702e-05
01,60,2009Q4,6.673829832767383e-05
01,60,2010Q1,6.62707796003346e-05
01,60,2010Q2,6.112807359960317e-05
01,60,2010Q3,7.030312862363539e-05
01,60,2010Q4,6.773177562326966e-05
01,60,2011Q1,7.100440671464422e-05
01,60,2011Q2,7.930286412491539e-05
01,60,2011Q3,7.527051510161462e-05
01,60,2011Q4,7.503675573794501e-05
01,60,2012Q1,7.71405900109715e-05
01,60,2012Q2,8.000414221592422e-05
01,60,2012Q3,7.193944416932266e-05
01,60,2012Q4,7.766654857922812e-05
01,60,2013Q1,6.726425689593044e-05
01,60,2013Q2,7.006936925996578e-05
01,60,2013Q3,7.357575971500994e-05
01,60,2013Q4,6.562794135024317e-05
01,60,2014Q1,7.468611669244058e-05
01,60,2014Q2,7.299136130583591e-05
01,60,2014Q3,7.790030794289773e-05
01,60,2014Q4,7.96535031704198e-05
01,60,2015Q1,7.468611669244058e-05
01,60,2015Q2,7.416015812418396e-05
01,60,2015Q3,7.433547764693616e-05
01,60,2015Q4,8.035478126142863e-05
01,60,2016Q1,8.444557012564683e-05
01,60,2016Q2,7.416015812418396e-05
01,60,2016Q3,7.176412464657045e-05
01,60,2016Q4,7.299136130583591e-05
01,60,2017Q1,6.708893737317824e-05
01,60,2017Q2,7.795874778381514e-05
01,60,2017Q3,7.562115414711903e-05
01,60,2017Q4,6.545262182749097e-05
01,60,2018Q1,7.421859796510136e-05
01,60,2018Q2,7.05953278282224e-05
01,60,2018Q3,6.925121148712214e-05
01,60,2018Q4,7.784186810198033e-05
01,60,2019Q1,6.82577341915263e-05
01,60,2019Q2,7.638087207904526e-05
01,60,2019Q3,7.30498011467533e-05
01,60,2019Q4,7.597179319262345e-05
01,60,2020Q1,0.00012173018863094972
01,60,2020Q2,0.00012430154163131543
01,60,2020Q3,6.62123397594172e-05
01,60,2020Q4,6.85499333961133e-05
01,60,2021Q1,6.966029037354396e-05
01,60,2021Q2,5.534252934878031e-05
01,60,2021Q3,6.492666325923434e-05
01,60,2021Q4,5.8848919803824465e-05
01,60,2022Q1,6.6329219441252e-05
01,60,2022Q2,6.527730230473876e-05
01,60,2022Q3,6.147871264510758e-05
01,60,2022Q4,6.39916258045559e-05
01,60,2023Q1,7.632243223812786e-05
01,60,2023Q2,6.463446405464733e-05
